857.23147, 0.00172
863.38941, 0.01039
869.79167, 0.03761
875.93202, 0.04067
882.21994, 0.04520
888.06862, 0.05561
893.35268, 0.06901
897.49776, 0.08614
900.87512, 0.10547
906.34733, 0.14134
909.00242, 0.16225
911.82890, 0.18192
917.03723, 0.22182
926.25941, 0.30685
932.01173, 0.33580
940.70772, 0.40068
943.51639, 0.41700
951.52488, 0.45702
957.78186, 0.50544
963.61464, 0.53367
966.57873, 0.53408
969.87163, 0.55280
972.27803, 0.57956
974.11365, 0.63207
975.12113, 0.68529
975.82631, 0.75105
976.34071, 0.80809
976.87097, 0.88322
977.29964, 0.96104
977.71937, 1.09750
978.14909, 1.17328
978.46173, 1.26600
978.77988, 1.33926
979.73231, 1.40318
980.58274, 1.33035
981.05996, 1.24072
981.64324, 1.11632
982.26755, 0.95034
983.23400, 0.77606
984.29451, 0.65172
985.75526, 0.51912
986.89275, 0.45986
988.63074, 0.39968
991.18780, 0.33595
993.62696, 0.29417
995.54963, 0.26888
998.18713, 0.23986
1000.40053, 0.21245
1001.89891, 0.19642
1003.96689, 0.18388
1007.62564, 0.16056
1009.53455, 0.14983
1013.98867, 0.12845
1019.71540, 0.11274
1024.16953, 0.10417
1028.19570, 0.09997
1038.80451, 0.07681
1075.18080, 0.02816
1143.25002, 0.00827
